student_id,name,department,year,attendance_percent,cgpa,internal_marks_avg,assignment_submission_rate,backlogs,lms_engagement_score,socio_economic_proxy,dropout_risk_label
STU0556,Emma Wilson,Business Admin,2,80.6,8.27,75.3,75.5,0,61.3,Medium,Low
STU0557,Joseph Moore,Civil Eng,2,72.7,6.47,62.8,75.6,0,67.4,Medium,Medium
STU0558,Charles Taylor,Electrical Eng,1,44.5,4.0,39.2,40.8,2,40.0,Medium,High
STU0559,Sophia Rodriguez,Mechanical Eng,3,79.8,7.97,83.2,66.2,0,68.3,Low,Medium
STU0560,Jessica Johnson,Civil Eng,1,85.7,7.25,68.0,71.9,0,51.2,Medium,Medium
STU0561,William Miller,Data Science,2,67.4,5.8,58.4,60.3,0,59.4,Medium,Medium
STU0562,James Hernandez,Civil Eng,1,79.4,6.45,60.5,74.8,0,76.4,Medium,Medium
STU0563,Sophia Brown,Computer Science,3,90.3,8.14,80.5,100.0,0,67.6,Medium,Low
STU0564,William Johnson,Mechanical Eng,3,68.2,6.86,64.0,73.1,0,59.8,Medium,Medium
STU0565,Michael Hernandez,Data Science,3,86.9,8.41,82.7,92.4,0,71.6,Low,Low
STU0566,Sarah Moore,Electrical Eng,1,81.5,7.4,73.9,77.1,0,62.6,Low,Medium
STU0567,Emma Brown,Business Admin,1,81.2,7.74,68.2,81.7,0,67.0,High,Low
STU0568,James Garcia,Data Science,2,94.3,9.86,99.2,100.0,0,95.9,Medium,Low
STU0569,Jane Taylor,Electrical Eng,2,71.2,7.02,65.9,62.7,0,64.2,Low,Medium
STU0570,Michael Garcia,Business Admin,1,81.6,8.91,82.3,84.8,0,78.1,High,Low
STU0571,Olivia Martinez,Business Admin,3,86.3,8.67,78.8,97.6,1,74.0,Low,Low
STU0572,Sarah Davis,Data Science,4,92.2,7.83,75.8,99.0,0,82.6,Medium,Low
STU0573,Jane Lopez,Civil Eng,3,78.2,7.94,75.4,90.8,0,72.3,Low,Medium
STU0574,William Miller,Civil Eng,3,64.8,6.91,67.5,66.3,0,72.5,Medium,Medium
STU0575,Emma Gonzalez,Business Admin,4,74.8,8.15,79.3,79.0,0,73.1,Medium,Low
STU0576,Joseph Wilson,Civil Eng,1,76.4,6.06,60.6,77.2,1,64.4,Low,High
STU0577,Jane Hernandez,Computer Science,2,100.0,10.0,100.0,100.0,0,92.9,High,Low
STU0578,John Jackson,Business Admin,4,92.9,9.08,86.4,86.5,1,76.0,Medium,Low
STU0579,Emily Jackson,Business Admin,1,64.9,5.49,48.5,70.4,1,52.5,Medium,High
STU0580,Robert Davis,Electrical Eng,3,69.8,5.6,43.1,71.8,1,43.5,Low,High
STU0581,Robert Brown,Civil Eng,2,74.8,7.29,63.3,75.3,1,68.9,Medium,Medium
STU0582,Joseph Miller,Business Admin,2,75.4,7.4,76.5,87.6,0,70.9,Low,Medium
STU0583,Jessica Williams,Computer Science,3,75.2,7.35,73.4,73.3,0,79.9,Medium,Medium
STU0584,Jane Anderson,Electrical Eng,4,86.5,8.56,74.6,94.9,0,81.1,High,Low
STU0585,Michael Smith,Data Science,3,78.8,8.3,91.1,87.9,0,81.6,Medium,Low
STU0586,Emily Anderson,Business Admin,1,81.9,8.09,78.5,87.9,0,80.5,Low,Low
STU0587,Amelia Jackson,Computer Science,4,97.2,9.96,96.9,90.5,0,88.6,Low,Low
STU0588,Alex Martin,Mechanical Eng,1,61.5,6.02,68.5,64.0,0,66.0,Low,High
STU0589,Robert Taylor,Computer Science,2,80.4,7.46,79.6,94.2,0,66.9,Medium,Low
STU0590,William Hernandez,Computer Science,2,75.1,6.05,61.4,62.3,2,62.0,Medium,High
STU0591,Jane Rodriguez,Electrical Eng,2,100.0,9.85,97.7,98.7,0,100.0,Low,Low
STU0592,Jane Rodriguez,Data Science,2,60.0,4.34,45.8,68.2,1,48.3,Medium,High
STU0593,James Davis,Mechanical Eng,4,57.8,4.52,41.8,57.0,1,37.6,High,High
STU0594,Joseph Smith,Civil Eng,3,77.4,7.83,75.8,83.0,0,82.5,Medium,Low
STU0595,Robert Davis,Civil Eng,2,91.7,9.51,93.2,100.0,1,85.1,High,Low
STU0596,Emma Miller,Computer Science,1,87.9,9.67,91.2,89.5,0,77.7,Medium,Low
STU0597,Alex Williams,Electrical Eng,4,67.1,6.47,56.7,70.7,0,48.3,Medium,Medium
STU0598,Mia Jones,Electrical Eng,4,99.8,10.0,93.7,100.0,0,98.4,Medium,Low
STU0599,Olivia Lopez,Civil Eng,3,57.3,5.29,45.3,59.3,2,58.2,Medium,High
STU0600,Charles Garcia,Mechanical Eng,1,100.0,9.11,86.9,100.0,0,85.1,Low,Low
